"","School","G","W","L","W-L%","SRS","SOS","Tm.","Opp.","Pace","ORtg","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%","eFG%","TOV%","ORB%","FT/FGA","year","NCAABirth","END"
"2374","Pittsburgh ","33","25","8",".758","16.37","7.01","2391","2082","","",".396",".318",".546","55.4","64.4","","6.9",".512","17.1","",".274",2006,"NCAA","Pittsburgh "
"2400","San Diego State ","33","24","9",".727","9.81","3.65","2456","2223","","",".421",".305",".561","52.9","51.5","","5.3",".521","18.5","",".306",2006,"NCAA","San Diego State "
"2406","Seton Hall ","30","18","12",".600","6.78","6.11","2033","2013","","",".377",".308",".510","51.4","53.9","","4.9",".461","16.8","",".281",2006,"NCAA","Seton Hall "
"2410","South Alabama ","31","24","7",".774","4.88","-2.18","2283","2033","","",".341",".414",".558","50.2","54.7","","2.6",".529","16.9","",".240",2006,"NCAA","South Alabama "
"2418","Southern Illinois ","33","22","11",".667","8.93","4.62","1994","1864","","",".338",".320",".501","50.7","57.1","","7.0",".466","19.2","",".232",2006,"NCAA","Southern Illinois "
"2422","Southern ","33","20","13",".606","-5.97","-6.69","2093","2070","","",".323",".249",".505","52.2","49.7","","6.6",".478","21.3","",".209",2006,"NCAA","Southern "
"2432","Syracuse ","35","23","12",".657","11.68","8.16","2535","2412","","",".335",".368",".525","50.4","59.3","","10.8",".501","18.1","",".216",2006,"NCAA","Syracuse "
"2437","Tennessee ","30","22","8",".733","14.73","7.76","2413","2204","","",".332",".369",".563","48.0","59.3","","5.7",".535","15.3","",".233",2006,"NCAA","Tennessee "
"2439","Texas A&M ","31","22","9",".710","13.19","4.77","2130","1869","","",".431",".346",".543","49.4","70.2","","6.4",".508","17.5","",".293",2006,"NCAA","Texas A&M "
"2448","Texas ","37","30","7",".811","21.89","6.99","2781","2230","","",".352",".339",".559","57.5","55.8","","8.9",".524","16.7","",".256",2006,"NCAA","Texas "
"2456","UCLA ","39","32","7",".821","17.34","8.27","2642","2288","","",".384",".343",".562","53.6","57.6","","5.5",".532","19.3","",".266",2006,"NCAA","UCLA "
"2457","Utah State ","32","23","9",".719","7.76","1.79","2307","2070","","",".298",".338",".590","52.0","64.7","","5.0",".565","17.7","",".215",2006,"NCAA","Utah State "
"2463","Villanova ","33","28","5",".848","19.51","9.23","2449","2107","","",".369",".396",".536","50.7","49.8","","9.0",".491","13.9","",".280",2006,"NCAA","Villanova "
"2471","Washington ","33","26","7",".788","18.08","5.96","2706","2306","","",".334",".288",".560","54.3","53.9","","6.1",".523","16.7","",".250",2006,"NCAA","Washington "
"2475","West Virginia ","33","22","11",".667","14.51","8.54","2334","2093","","",".234",".516",".560","42.4","69.0","","5.1",".535","12.1","",".174",2006,"NCAA","West Virginia "
"2480","Wichita State ","35","26","9",".743","11.45","4.72","2422","2165","","",".368",".341",".542","54.0","62.2","","3.3",".503","16.7","",".266",2006,"NCAA","Wichita State "
"2482","Winthrop ","31","23","8",".742","6.28","-4.93","2276","1897","","",".402",".379",".551","54.0","63.0","","6.3",".517","17.5","",".278",2006,"NCAA","Winthrop "
"2483","Wisconsin ","31","19","12",".613","13.14","7.24","2205","2035","","",".381",".319",".520","51.2","54.3","","6.0",".487","14.5","",".253",2006,"NCAA","Wisconsin "
"2487","Xavier ","32","21","11",".656","10.11","1.99","2290","2030","","",".423",".349",".566","51.8","64.5","","8.5",".526","16.8","",".306",2006,"NCAA","Xavier "
"2496","Albany (NY) ","33","23","10",".697","-1.60","-4.75","2241","2147","","",".329",".344",".550","52.2","54.6","","4.8",".517","17.7","",".237",2007,"NCAA","Albany (NY) "
"2501","Arizona ","31","20","11",".645","16.24","10.76","2417","2247","","",".416",".285",".570","54.1","60.4","","5.3",".527","16.8","",".312",2007,"NCAA","Arizona "
"2505","Arkansas ","35","21","14",".600","13.77","8.75","2487","2311","","",".382",".321",".551","51.8","59.1","","11.0",".517","19.1","",".269",2007,"NCAA","Arkansas "
"2513","Belmont ","33","23","10",".697","-0.39","-4.71","2390","2128","","",".320",".442",".565","51.9","60.5","","5.5",".540","20.0","",".221",2007,"NCAA","Belmont "
"2517","Boston College ","33","21","12",".636","13.76","9.21","2453","2303","","",".449",".319",".573","51.2","57.4","","9.6",".533","17.5","",".325",2007,"NCAA","Boston College "
"2521","Brigham Young ","34","25","9",".735","11.38","3.95","2654","2347","","",".347",".311",".575","54.5","55.8","","6.2",".555","16.5","",".229",2007,"NCAA","Brigham Young "
"2525","Butler ","36","29","7",".806","14.34","3.94","2434","2056","","",".406",".486",".569","48.8","56.0","","3.8",".525","13.8","",".309",2007,"NCAA","Butler "
"2538","Central Connecticut State ","34","22","12",".647","-3.63","-6.48","2344","2247","","",".378",".378",".545","51.4","53.7","","6.1",".505","18.3","",".276",2007,"NCAA","Central Connecticut State "
"2560","Creighton ","33","22","11",".667","12.57","6.24","2220","2011","","",".427",".365",".555","51.5","59.6","","4.9",".507","17.3","",".322",2007,"NCAA","Creighton "
"2562","Davidson ","34","29","5",".853","8.31","-2.26","2765","2336","","",".307",".412",".559","54.4","57.7","","4.6",".525","16.7","",".231",2007,"NCAA","Davidson "
"2571","Duke ","33","22","11",".667","18.85","10.49","2323","2047","","",".398",".296",".557","53.7","52.7","","8.7",".525","19.6","",".274",2007,"NCAA","Duke "
"2578","Eastern Kentucky ","33","21","12",".636","-4.19","-5.28","2151","2089","","",".281",".448",".561","46.7","61.0","","4.9",".541","18.9","",".191",2007,"NCAA","Eastern Kentucky "
"2585","Florida A&M ","35","21","14",".600","-9.73","-7.49","2467","2467","","",".455",".309",".539","52.5","56.4","","3.1",".505","21.4","",".301",2007,"NCAA","Florida A&M "
"2589","Florida ","40","35","5",".875","23.82","7.34","3193","2504","","",".438",".340",".618","56.4","54.6","","8.4",".596","18.0","",".302",2007,"NCAA","Florida "
"2595","George Washington ","32","23","9",".719","5.61","0.64","2247","2067","","",".340",".258",".538","50.6","56.1","","8.5",".506","17.5","",".238",2007,"NCAA","George Washington "
"2596","Georgetown ","37","30","7",".811","19.62","9.48","2555","2146","","",".365",".348",".596","54.3","59.0","","9.8",".570","18.8","",".260",2007,"NCAA","Georgetown "
"2601","Georgia Tech ","32","20","12",".625","17.17","9.36","2515","2222","","",".342",".283",".567","54.3","52.5","","6.7",".542","18.5","",".233",2007,"NCAA","Georgia Tech "
"2603","Gonzaga ","34","23","11",".676","12.15","3.77","2668","2383","","",".394",".302",".582","52.7","52.7","","6.1",".542","17.1","",".296",2007,"NCAA","Gonzaga "
"2612","Holy Cross ","34","25","9",".735","3.32","-3.06","2171","1954","","",".405",".321",".537","53.6","62.7","","7.8",".492","20.5","",".297",2007,"NCAA","Holy Cross "
"2619","Illinois ","35","23","12",".657","14.18","7.09","2245","1997","","",".372",".378",".521","54.0","61.8","","5.7",".498","18.6","",".232",2007,"NCAA","Illinois "
"2623","Indiana ","32","21","11",".656","16.78","8.35","2246","1976","","",".344",".377",".550","51.9","54.2","","8.9",".518","16.2","",".244",2007,"NCAA","Indiana "
"2629","Jackson State ","35","21","14",".600","-12.28","-9.94","2490","2572","","",".360",".294",".505","48.2","53.4","","5.4",".463","17.9","",".256",2007,"NCAA","Jackson State "
"2634","Kansas ","38","33","5",".868","22.62","6.86","2978","2344","","",".362",".261",".567","54.6","58.9","","11.5",".545","17.0","",".239",2007,"NCAA","Kansas "
"2636","Kentucky ","34","22","12",".647","17.12","11.41","2496","2302","","",".369",".348",".568","52.3","60.3","","7.9",".538","18.3","",".260",2007,"NCAA","Kentucky "
"2645","Long Beach State ","32","24","8",".750","2.24","-2.07","2575","2408","","",".350",".365",".554","49.4","50.1","","4.7",".523","16.1","",".246",2007,"NCAA","Long Beach State "
"2651","Louisville ","34","24","10",".706","16.08","7.69","2433","2144","","",".374",".386",".531","51.4","58.6","","8.1",".498","15.9","",".253",2007,"NCAA","Louisville "
"2658","Marquette ","34","24","10",".706","14.14","6.95","2443","2207","","",".401",".334",".526","52.4","55.8","","6.4",".492","17.6","",".269",2007,"NCAA","Marquette "
"2662","Maryland ","34","25","9",".735","19.06","7.59","2685","2295","","",".387",".250",".558","51.3","60.5","","11.0",".526","18.4","",".269",2007,"NCAA","Maryland "
"2667","Memphis ","37","33","4",".892","19.72","3.91","2918","2333","","",".424",".352",".540","53.6","52.4","","10.8",".517","15.4","",".263",2007,"NCAA","Memphis "
"2670","Miami (OH) ","33","18","15",".545","4.81","2.78","1962","1895","","",".318",".325",".545","49.7","58.5","","8.2",".514","19.4","",".226",2007,"NCAA","Miami (OH) "
"2671","Michigan State ","35","23","12",".657","16.30","8.45","2276","2001","","",".391",".283",".559","55.6","69.5","","9.3",".522","20.4","",".281",2007,"NCAA","Michigan State "
"2693","Nevada-Las Vegas ","37","30","7",".811","12.98","5.37","2772","2470","","",".333",".364",".543","49.8","56.0","","9.7",".510","13.9","",".238",2007,"NCAA","Nevada-Las Vegas "
"2694","Nevada ","34","29","5",".853","10.58","1.09","2632","2296","","",".324",".318",".582","54.6","60.0","","7.2",".548","16.6","",".245",2007,"NCAA","Nevada "
"2696","New Mexico State ","34","25","9",".735","5.04","0.01","2652","2462","","",".516",".271",".564","53.4","52.1","","4.8",".532","19.6","",".339",2007,"NCAA","New Mexico State "
"2699","Niagara ","35","23","12",".657","-3.41","-4.70","2654","2609","","",".388",".376",".527","52.6","52.5","","2.6",".483","15.8","",".283",2007,"NCAA","Niagara "
"2707","North Carolina ","38","31","7",".816","26.41","9.30","3258","2608","","",".395",".252",".577","55.8","58.6","","7.5",".544","15.6","",".281",2007,"NCAA","North Carolina "
"2710","North Texas ","34","23","11",".676","-3.11","-6.59","2617","2420","","",".404",".300",".541","53.7","46.4","","7.8",".512","18.2","",".266",2007,"NCAA","North Texas "
"2717","Notre Dame ","32","24","8",".750","16.94","4.97","2592","2176","","",".403",".388",".575","52.9","63.5","","5.8",".535","15.5","",".300",2007,"NCAA","Notre Dame "
"2719","Ohio State ","39","35","4",".897","21.54","9.03","2905","2417","","",".366",".365",".568","52.1","56.7","","9.7",".538","14.8","",".257",2007,"NCAA","Ohio State "
"2723","Old Dominion ","33","24","9",".727","7.83","0.44","2290","2046","","",".363",".371",".534","52.9","61.3","","6.6",".495","15.9","",".262",2007,"NCAA","Old Dominion "
"2724","Oral Roberts ","34","23","11",".676","4.54","-1.04","2440","2206","","",".468",".320",".565","53.3","55.7","","8.1",".524","19.2","",".333",2007,"NCAA","Oral Roberts "
"2726","Oregon ","37","29","8",".784","15.95","6.30","2807","2450","","",".328",".421",".570","51.5","53.3","","3.6",".534","15.8","",".249",2007,"NCAA","Oregon "
"2729","Pennsylvania ","31","22","9",".710","4.16","-1.64","2297","2100","","",".384",".304",".567","49.8","64.5","","5.4",".543","17.6","",".255",2007,"NCAA","Pennsylvania "
"2733","Pittsburgh ","37","29","8",".784","16.99","8.53","2637","2324","","",".361",".294",".553","53.5","67.3","","6.6",".529","15.6","",".239",2007,"NCAA","Pittsburgh "
"2739","Purdue ","34","22","12",".647","14.65","8.89","2376","2154","","",".379",".335",".549","50.9","55.2","","5.1",".519","18.0","",".257",2007,"NCAA","Purdue "
"2773","Southern California ","37","25","12",".676","13.78","7.87","2656","2413","","",".392",".263",".563","50.0","49.9","","6.8",".528","18.6","",".280",2007,"NCAA","Southern California "
"2776","Southern Illinois ","36","29","7",".806","13.59","7.53","2266","2023","","",".439",".360",".551","51.4","54.3","","7.4",".514","19.7","",".304",2007,"NCAA","Southern Illinois "
"2784","Stanford ","31","18","13",".581","11.16","9.06","2156","2081","","",".360",".287",".530","54.2","59.1","","10.4",".498","18.4","",".245",2007,"NCAA","Stanford "
"2793","Tennessee ","35","24","11",".686","14.97","9.15","2831","2627","","",".379",".409",".548","49.2","55.7","","5.4",".523","16.1","",".248",2007,"NCAA","Tennessee "
"2794","Texas A&M-Corpus Christi ","33","26","7",".788","3.07","-4.80","2615","2302","","",".485",".274",".608","54.9","65.2","","5.2",".577","20.0","",".343",2007,"NCAA","Texas A&M-Corpus Christi "
"2795","Texas A&M ","34","27","7",".794","21.27","5.13","2570","2021","","",".413",".280",".589","53.6","65.1","","6.2",".557","16.0","",".296",2007,"NCAA","Texas A&M "
"2805","Texas Tech ","34","21","13",".618","9.71","7.16","2437","2349","","",".397",".272",".552","46.5","53.7","","3.3",".509","15.2","",".293",2007,"NCAA","Texas Tech "
"2806","Texas ","35","25","10",".714","15.60","6.12","2860","2528","","",".393",".366",".557","51.4","49.7","","9.0",".516","14.5","",".289",2007,"NCAA","Texas "
"2812","UCLA ","36","30","6",".833","20.90","9.84","2503","2081","","",".328",".332",".563","52.4","54.9","","6.4",".543","16.5","",".217",2007,"NCAA","UCLA "
"2816","Vanderbilt ","34","22","12",".647","12.76","7.79","2594","2387","","",".324",".425",".567","48.4","63.9","","4.8",".536","15.6","",".236",2007,"NCAA","Vanderbilt "
"2820","Villanova ","33","22","11",".667","16.13","9.16","2392","2132","","",".417",".385",".546","53.3","54.1","","6.3",".492","17.1","",".325",2007,"NCAA","Villanova "
"2821","Virginia Commonwealth ","35","28","7",".800","9.50","0.20","2626","2298","","",".404",".309",".559","50.9","52.7","","5.9",".519","14.4","",".294",2007,"NCAA","Virginia Commonwealth "
"2823","Virginia Tech ","34","22","12",".647","14.35","8.26","2428","2181","","",".394",".237",".540","49.6","50.7","","8.7",".511","14.2","",".260",2007,"NCAA","Virginia Tech "
"2824","Virginia ","32","21","11",".656","12.89","7.96","2463","2267","","",".422",".380",".552","53.1","50.7","","5.4",".506","16.4","",".313",2007,"NCAA","Virginia "
"2827","Washington State ","34","26","8",".765","13.33","6.00","2273","2024","","",".334",".297",".552","48.2","57.1","","8.8",".520","14.7","",".239",2007,"NCAA","Washington State "
"2829","Weber State ","32","20","12",".625","-4.03","-3.33","2266","2214","","",".511",".289",".577","50.7","56.6","","4.3",".546","20.8","",".343",2007,"NCAA","Weber State "
"2837","Winthrop ","34","29","5",".853","9.17","-1.20","2545","2088","","",".349",".399",".564","54.8","61.4","","6.9",".549","16.5","",".218",2007,"NCAA","Winthrop "
"2838","Wisconsin ","36","30","6",".833","19.28","6.95","2527","2083","","",".450",".317",".552","53.5","57.0","","6.2",".515","15.1","",".309",2007,"NCAA","Wisconsin "
"2842","Wright State ","33","23","10",".697","1.94","-0.31","2125","2051","","",".322",".297",".527","49.5","52.5","","2.9",".489","16.5","",".236",2007,"NCAA","Wright State "
"2844","Xavier ","34","25","9",".735","14.18","3.39","2595","2228","","",".475",".386",".593","51.9","59.8","","6.3",".551","16.4","",".352",2007,"NCAA","Xavier "
"2855","American ","33","21","12",".636","-1.87","-4.00","2140","2049","","",".413",".402",".564","52.2","55.9","","5.3",".522","19.4","",".305",2008,"NCAA","American "
"2858","Arizona ","34","19","15",".559","14.55","10.22","2443","2276","","",".406",".321",".580","48.8","62.4","","6.3",".540","16.4","",".304",2008,"NCAA","Arizona "
"2862","Arkansas ","35","23","12",".657","12.48","6.73","2593","2392","","",".379",".303",".549","53.1","54.0","","9.3",".519","18.4","",".257",2008,"NCAA","Arkansas "
"2865","Austin Peay ","35","24","11",".686","-2.21","-5.24","2590","2477","","",".443",".373",".558","48.0","58.6","","4.0",".517","15.9","",".317",2008,"NCAA","Austin Peay "
"2869","Baylor ","32","21","11",".656","11.46","5.75","2601","2396","","",".359",".367",".561","49.9","43.2","","7.2",".524","14.8","",".267",2008,"NCAA","Baylor "
"2870","Belmont ","34","25","9",".735","-0.12","-3.44","2714","2497","","",".332",".471",".564","51.1","62.6","","3.3",".537","17.2","",".231",2008,"NCAA","Belmont "
"2873","Boise State ","34","25","9",".735","1.60","-2.07","2767","2567","","",".393",".353",".596","51.7","60.9","","3.8",".577","18.7","",".260",2008,"NCAA","Boise State "
"2878","Brigham Young ","35","27","8",".771","11.82","1.33","2580","2213","","",".374",".388",".556","53.0","64.8","","6.6",".532","17.5","",".245",2008,"NCAA","Brigham Young "
"2882","Butler ","34","30","4",".882","13.00","2.64","2339","1985","","",".367",".485",".576","48.9","57.3","","4.9",".541","14.8","",".271",2008,"NCAA","Butler "
"2884","Cal State Fullerton ","33","24","9",".727","5.64","-3.06","2700","2398","","",".323",".360",".568","50.7","51.8","","2.7",".542","15.8","",".227",2008,"NCAA","Cal State Fullerton "
"2905","Clemson ","34","24","10",".706","18.05","9.08","2693","2372","","",".309",".332",".536","51.5","53.5","","9.4",".518","16.7","",".193",2008,"NCAA","Clemson "
"2915","Connecticut ","33","24","9",".727","15.54","6.76","2556","2266","","",".481",".247",".553","54.2","56.2","","13.1",".506","16.3","",".347",2008,"NCAA","Connecticut "
"2916","Coppin State ","37","16","21",".432","-14.51","-6.20","2212","2443","","",".372",".240",".485","46.5","44.8","","4.0",".437","19.1","",".265",2008,"NCAA","Coppin State "
